year,treatment,Treatment_Type,replicate,station,core,section,horizon_length,core_volume_cm3,gravel_free_bulk_density,total_bulk_density,gravel_weight_g,comments
2019,T3,Reduced input with CC,R5,S-S6,,0-10cm,10,456.04,1.15,1.16,7.31,
2019,T3,Reduced input with CC,R3,M-S8,,10-25cm,15,684.06,1.25,1.68,292.67,
2019,T3,Reduced input with CC,R5,S-S7,,50-122cm,64,2918.64,1.49,1.79,853.01,
2019,T3,Reduced input with CC,R5,S-S7,,25-50cm,25,1140.09,1.55,1.73,199.27,
2019,T3,Reduced input with CC,R5,S-S7,,10-25cm,15,684.06,1.35,1.42,53.23,
2019,T3,Reduced input with CC,R5,S-S7,,0-10cm,10,456.04,1.33,1.35,9.4,
2019,T3,Reduced input with CC,R5,S-S8,,50-122cm,68,3101.05,1.5,1.85,1081.2,
2019,T3,Reduced input with CC,R5,S-S8,,25-50cm,25,1140.09,1.57,1.66,97.03,
2019,T3,Reduced input with CC,R5,S-S8,,10-25cm,15,684.06,1.42,1.48,37.09,
2019,T3,Reduced input with CC,R5,S-S8,,0-10cm,10,456.04,1.02,1.03,5.82,
2019,T3,Reduced input with CC,R6,S-S6,,50-122cm,56,2553.81,1.65,1.78,343.04,
2019,T3,Reduced input with CC,R6,S-S6,,25-50cm,25,1140.09,1.64,1.89,288.96,
2019,T3,Reduced input with CC,R6,S-S6,,10-25cm,15,684.06,1.69,1.78,61.78,
2019,T3,Reduced input with CC,R6,S-S6,,0-10cm,10,456.04,1.67,1.77,43.84,
2019,T3,Reduced input with CC,R6,S-S7,,50-122cm,61,2781.82,1.84,1.97,353.71,
2019,T3,Reduced input with CC,R6,S-S7,,25-50cm,25,1140.09,1.44,1.55,126.11,
2019,T3,Reduced input with CC,R6,S-S7,,10-25cm,15,684.06,1.47,1.53,42.46,
2019,T3,Reduced input with CC,R6,S-S7,,0-10cm,10,456.04,1.12,1.16,17.91,
2019,T3,Reduced input with CC,R6,S-S8,,50-122cm,64,2918.64,1.64,1.79,416.86,
2019,T3,Reduced input with CC,R6,S-S8,,25-50cm,25,1140.09,1.5,1.63,142.27,
2019,T3,Reduced input with CC,R6,S-S8,,10-25cm,15,684.06,1.6,1.63,23.31,
2019,T3,Reduced input with CC,R6,S-S8,,0-10cm,10,456.04,1.31,1.34,14.56,
2019,T3,Reduced input with CC,R3,M-S8,,0-10cm,10,456.04,1.3,1.44,65.01,
2019,T3,Reduced input with CC,R6,M-S8,,0-10cm,10,456.04,1.55,1.61,26.48,
2019,T3,Reduced input with CC,R6,M-S8,,10-25cm,15,684.06,1.59,1.63,28.68,
2019,T3,Reduced input with CC,R6,M-S8,,25-50cm,25,1140.09,1.7,1.74,54.49,
2019,T3,Reduced input with CC,R6,M-S8,,50-122cm,60,2736.22,1.66,1.8,363.03,
2019,T3,Reduced input with CC,R6,M-S7,,0-10cm,10,456.04,1.61,1.66,20.28,
2019,T3,Reduced input with CC,R6,M-S7,,10-25cm,15,684.06,1.69,1.73,22.56,
2019,T3,Reduced input with CC,R6,M-S7,,25-50cm,25,1140.09,1.74,1.77,32.51,
2019,T3,Reduced input with CC,R6,M-S7,,50-122cm,62,2827.43,1.68,1.8,327.33,
2019,T3,Reduced input with CC,R6,M-S6,,0-10cm,10,456.04,1.61,1.7,41.2,
2019,T3,Reduced input with CC,R6,M-S6,,10-25cm,15,684.06,1.69,1.82,85.99,
2019,T3,Reduced input with CC,R6,M-S6,,25-50cm,25,1140.09,1.66,1.8,161.31,
2019,T3,Reduced input with CC,R6,M-S6,,50-122cm,61,2781.82,1.62,1.66,107.34,
2019,T3,Reduced input with CC,R5,M-S8,,0-10cm,10,456.04,1.36,1.4,17.88,
2019,T3,Reduced input with CC,R5,M-S8,,10-25cm,15,684.06,1.49,1.51,13.71,
2019,T3,Reduced input with CC,R5,M-S8,,25-50cm,25,1140.09,1.65,1.71,60.55,
2019,T3,Reduced input with CC,R5,M-S8,,50-122cm,67,3055.45,1.35,1.63,872.71,
2019,T3,Reduced input with CC,R5,M-S7,,0-10cm,10,456.04,1.48,1.49,3.13,
2019,T3,Reduced input with CC,R5,M-S7,,10-25cm,15,684.06,1.4,1.42,11.35,
2019,T3,Reduced input with CC,R5,M-S7,,25-50cm,25,1140.09,1.55,1.57,23.26,
2019,T3,Reduced input with CC,R5,M-S7,,50-122cm,56,2553.81,1.72,1.85,330.45,
2019,T3,Reduced input with CC,R5,M-S6,,0-10cm,10,456.04,1.47,1.56,39.87,
2019,T3,Reduced input with CC,R5,M-S6,,10-25cm,15,684.06,1.64,1.72,59.69,
2019,T3,Reduced input with CC,R5,M-S6,,25-50cm,25,1140.09,1.72,1.79,80.6,
2019,T3,Reduced input with CC,R5,M-S6,,50-122cm,52,2371.39,1.42,1.89,1115.09,
2019,T3,Reduced input with CC,R4,M-S8,,0-10cm,10,456.04,1.54,1.57,16.64,
2019,T3,Reduced input with CC,R4,M-S8,,10-25cm,15,684.06,1.55,1.58,21.18,
2019,T3,Reduced input with CC,R4,M-S8,,25-50cm,25,1140.09,1.59,1.63,45.68,
2019,T3,Reduced input with CC,R4,M-S8,,50-122cm,62,2827.43,1.39,1.73,973.15,
2019,T3,Reduced input with CC,R4,M-S7,,0-10cm,10,456.04,1.3,1.35,21.8,
2019,T3,Reduced input with CC,R4,M-S7,,10-25cm,15,684.06,1.49,1.52,20.07,
2019,T3,Reduced input with CC,R4,M-S7,,25-50cm,25,1140.09,1.63,1.68,53.86,
2019,T3,Reduced input with CC,R4,M-S7,,50-122cm,61,2781.82,1.55,1.84,797.54,
2019,T3,Reduced input with CC,R4,M-S6,,0-10cm,10,456.04,1.31,1.33,8.75,
2019,T3,Reduced input with CC,R4,M-S6,,10-25cm,15,684.06,1.43,1.47,23.47,
2019,T3,Reduced input with CC,R4,M-S6,,25-50cm,25,1140.09,1.61,1.65,39.7,
2019,T3,Reduced input with CC,R4,M-S6,,50-122cm,63,2873.03,1.61,1.91,876.91,
2019,T3,Reduced input with CC,R3,M-S7,,10-25cm,15,684.06,1.65,1.71,43.57,
2019,T3,Reduced input with CC,R3,M-S7,,25-50cm,25,1140.09,1.56,1.81,279.92,
2019,T3,Reduced input with CC,R3,M-S7,,50-122cm,56,2553.81,1.59,1.82,575.78,
2019,T3,Reduced input with CC,R3,M-S6,,0-10cm,10,456.04,1.62,1.7,35.5,
2019,T3,Reduced input with CC,R3,M-S6,,10-25cm,15,684.06,1.53,1.83,202.78,
2019,T3,Reduced input with CC,R3,M-S6,,25-50cm,25,1140.09,1.72,1.88,181.4,
2019,T3,Reduced input with CC,R3,M-S6,,50-122cm,46,2097.77,1.69,1.89,425.08,
2019,T3,Reduced input with CC,R2,M-S8,,0-10cm,10,456.04,1.45,1.49,16.32,
2019,T3,Reduced input with CC,R2,M-S8,,10-25cm,15,684.06,1.54,1.58,27.9,
2019,T3,Reduced input with CC,R2,M-S8,,25-50cm,25,1140.09,1.59,1.79,233.39,
2019,T3,Reduced input with CC,R2,M-S8,,50-122cm,53,2416.99,1.72,1.87,357.72,
2019,T3,Reduced input with CC,R2,M-S7,,0-10cm,10,456.04,1.55,1.61,24.26,
2019,T3,Reduced input with CC,R2,M-S7,,10-25cm,15,684.06,1.55,1.62,44.24,
2019,T3,Reduced input with CC,R2,M-S7,,25-50cm,25,1140.09,1.68,1.75,81.3,
2019,T3,Reduced input with CC,R2,M-S7,,50-122cm,58,2645.01,1.53,1.79,700.42,
2019,T3,Reduced input with CC,R2,M-S6,,0-10cm,10,456.04,1.46,1.47,7.27,
2019,T3,Reduced input with CC,R2,M-S6,,10-25cm,15,684.06,1.52,1.59,43.3,
2019,T3,Reduced input with CC,R2,M-S6,,25-50cm,25,1140.09,1.62,1.71,109.71,
2019,T3,Reduced input with CC,R2,M-S6,,50-122cm,59,2690.62,1.67,1.82,407.37,
2019,T3,Reduced input with CC,R1,M-S8,,0-10cm,10,456.04,1.62,1.7,35.96,
2019,T3,Reduced input with CC,R1,M-S8,,10-25cm,15,684.06,1.64,1.68,24.93,
2019,T3,Reduced input with CC,R1,M-S8,,25-50cm,25,1140.09,1.5,1.69,218.49,
2019,T3,Reduced input with CC,R1,M-S8,,50-122cm,65,2964.24,1.66,1.77,305.75,
2019,T3,Reduced input with CC,R1,M-S7,,0-10cm,10,456.04,1.59,1.65,28.43,
2019,T3,Reduced input with CC,R1,M-S7,,10-25cm,15,684.06,1.62,1.67,29.42,
2019,T3,Reduced input with CC,R1,M-S7,,25-50cm,25,1140.09,1.48,1.78,340.97,
2019,T3,Reduced input with CC,R1,M-S7,,50-122cm,58,2645.01,1.5,1.8,789.45,
2019,T3,Reduced input with CC,R1,M-S6,,0-10cm,10,456.04,1.63,1.66,16,
2019,T3,Reduced input with CC,R1,M-S6,,25-50cm,25,1140.09,1.69,1.81,135.49,
2019,T3,Reduced input with CC,R1,M-S6,,50-122cm,54,2462.6,1.55,1.88,814.52,
2019,T3,Reduced input with CC,R1,M-S6,,10-25cm,15,684.06,1.65,1.75,65.23,
2019,T3,Reduced input with CC,R3,M-S8,,25-50cm,25,1140.09,1.46,1.83,420.3,
2013,T3,Reduced input with CC,R2,S5,2,25-50cm,25,1140.09,1.58,1.65,80.85, 
2013,T3,Reduced input with CC,R2,S5,2,50-end cm,62,2827.43,1.57,1.79,618.95, 
2013,T3,Reduced input with CC,R3,S1,1,0-10cm,10,456.04,1.37,1.45,36.51, 
2013,T3,Reduced input with CC,R3,S1,1,10-25cm,15,684.06,1.39,1.59,138.22, 
2013,T3,Reduced input with CC,R3,S1,1,25-50cm,25,1140.09,1.53,1.57,39.49, 
2013,T3,Reduced input with CC,R3,S1,1,50-end cm,63,2873.03,1.67,1.83,463.65, 
2013,T3,Reduced input with CC,R3,S1,2,0-10cm,10,456.04,1.32,1.42,43.83, 
2013,T3,Reduced input with CC,R3,S1,2,10-25cm,15,684.06,1.49,1.55,45.67, 
2013,T3,Reduced input with CC,R3,S1,2,25-50cm,25,1140.09,1.44,1.46,18.07, 
2013,T3,Reduced input with CC,R3,S1,2,50-end cm,61,2781.82,1.63,1.76,366.13, 
2013,T3,Reduced input with CC,R3,S2,1,0-10cm,10,456.04,1.57,1.75,82.29, 
2013,T3,Reduced input with CC,R3,S2,1,10-25cm,15,684.06,1.44,1.77,227.97, 
2013,T3,Reduced input with CC,R3,S2,1,25-50cm,25,1140.09,1.5,1.77,308.82, 
2013,T3,Reduced input with CC,R3,S2,1,50-end cm,62,2827.43,1.67,1.74,208.94, 
2013,T3,Reduced input with CC,R3,S2,2,0-10cm,10,456.04,1.58,1.73,69.62, 
2013,T3,Reduced input with CC,R3,S2,2,10-25cm,15,684.06,1.61,1.78,116.59, 
2013,T3,Reduced input with CC,R3,S2,2,25-50cm,25,1140.09,1.62,1.81,210.89, 
2013,T3,Reduced input with CC,R3,S2,2,50-end cm,60,2736.22,1.66,1.8,398.25, 
2013,T3,Reduced input with CC,R3,S3,1,0-10cm,10,456.04,1.22,1.36,61.49, 
2013,T3,Reduced input with CC,R3,S3,1,10-25cm,15,684.06,1.38,1.39,8.14, 
2013,T3,Reduced input with CC,R3,S3,1,25-50cm,25,1140.09,1.52,1.6,94.39, 
2013,T3,Reduced input with CC,R3,S3,1,50-end cm,62,2827.43,1.51,1.8,798.25, 
2013,T3,Reduced input with CC,R3,S3,2,0-10cm,10,456.04,1.17,1.18,2.91, 
2013,T3,Reduced input with CC,R3,S3,2,10-25cm,15,684.06,1.43,1.49,37.45, 
2013,T3,Reduced input with CC,R3,S3,2,25-50cm,25,1140.09,1.51,1.64,155.74, 
2013,T3,Reduced input with CC,R4,S3,2,0-10cm,10,456.04,1.13,1.2,34.71, 
2013,T3,Reduced input with CC,R6,S1,1,0-10cm,10,456.04,1.24,1.27,13.86, 
2013,T3,Reduced input with CC,R1,S1,1,0-10cm,10,456.04,1.53,1.55,9.65, 
2013,T3,Reduced input with CC,R1,S1,1,10-25cm,15,684.06,1.41,1.44,20.03, 
2013,T3,Reduced input with CC,R1,S1,1,25-50cm,25,1140.09,1.55,1.56,15.79, 
2013,T3,Reduced input with CC,R1,S1,1,50-end cm,66,3009.84,1.69,1.73,131.53, 
2013,T3,Reduced input with CC,R1,S1,2,0-10cm,10,456.04,1.71,1.77,28.49, 
2013,T3,Reduced input with CC,R1,S1,2,10-25cm,15,684.06,1.54,1.56,16.54, 
2013,T3,Reduced input with CC,R1,S1,2,25-50cm,25,1140.09,1.56,1.59,27.88, 
2013,T3,Reduced input with CC,R1,S1,2,50-end cm,67,3055.45,1.6,1.66,174.69, 
2013,T3,Reduced input with CC,R1,S2,1,0-10cm,10,456.04,1.53,1.55,8.38, 
2013,T3,Reduced input with CC,R1,S2,1,10-25cm,15,684.06,1.61,1.64,17.5, 
2013,T3,Reduced input with CC,R1,S2,1,25-50cm,25,1140.09,1.56,1.6,48.78, 
2013,T3,Reduced input with CC,R1,S2,1,50-end cm,66,3009.84,1.6,1.71,326.52, 
2013,T3,Reduced input with CC,R1,S2,2,0-10cm,10,456.04,1.65,1.68,12.77, 
2013,T3,Reduced input with CC,R1,S2,2,10-25cm,15,684.06,1.49,1.66,113.24, 
2013,T3,Reduced input with CC,R1,S2,2,25-50cm,25,1140.09,1.55,1.63,92.29, 
2013,T3,Reduced input with CC,R1,S2,2,50-end cm,65,2964.24,1.58,1.7,365.33, 
2013,T3,Reduced input with CC,R1,S3,1,0-10cm,10,456.04,1.52,1.58,27.48, 
2013,T3,Reduced input with CC,R1,S3,1,10-25cm,15,684.06,1.62,1.75,87.74, 
2013,T3,Reduced input with CC,R1,S3,1,25-50cm,25,1140.09,1.27,1.6,373.98, 
2013,T3,Reduced input with CC,R1,S3,1,50-end cm,64,2918.64,1.61,1.68,180.62, 
2013,T3,Reduced input with CC,R1,S3,2,0-10cm,10,456.04,1.42,1.52,43.2, 
2013,T3,Reduced input with CC,R1,S3,2,10-25cm,15,684.06,1.61,1.72,77.87, 
2013,T3,Reduced input with CC,R1,S3,2,25-50cm,25,1140.09,1.46,1.75,339.05, 
2013,T3,Reduced input with CC,R1,S3,2,50-end cm,63,2873.03,1.65,1.69,118.17, 
2013,T3,Reduced input with CC,R1,S4,1,0-10cm,10,456.04,1.51,1.59,36.01, 
2013,T3,Reduced input with CC,R1,S4,1,10-25cm,15,684.06,1.54,1.61,43.18, 
2013,T3,Reduced input with CC,R1,S4,1,25-50cm,25,1140.09,1.61,1.67,67.96, 
2013,T3,Reduced input with CC,R1,S4,1,50-end cm,66,3009.84,1.66,1.75,273.62, 
2013,T3,Reduced input with CC,R1,S4,2,0-10cm,10,456.04,1.11,1.13,9.97, 
2013,T3,Reduced input with CC,R1,S4,2,10-25cm,15,684.06,1.5,1.56,39.71, 
2013,T3,Reduced input with CC,R1,S4,2,25-50cm,25,1140.09,1.62,1.68,63.04, 
2013,T3,Reduced input with CC,R1,S4,2,50-end cm,66,3009.84,1.57,1.76,574.12, 
2013,T3,Reduced input with CC,R1,S5,1,0-10cm,10,456.04,1.41,1.43,11.81, 
2013,T3,Reduced input with CC,R1,S5,1,10-25cm,15,684.06,1.55,1.6,30.08, 
2013,T3,Reduced input with CC,R1,S5,1,25-50cm,25,1140.09,1.6,1.67,84.29, 
2013,T3,Reduced input with CC,R1,S5,1,50-end cm,64,2918.64,1.6,1.76,456.9, 
2013,T3,Reduced input with CC,R1,S5,2,0-10cm,10,456.04,1.47,1.49,5.87, 
2013,T3,Reduced input with CC,R1,S5,2,10-25cm,15,684.06,1.71,1.72,5.68, 
2013,T3,Reduced input with CC,R1,S5,2,25-50cm,25,1140.09,1.48,1.57,110, 
2013,T3,Reduced input with CC,R1,S5,2,50-end cm,64,2918.64,1.48,1.68,583.2, 
2013,T3,Reduced input with CC,R2,S1,1,0-10cm,10,456.04,1.45,1.56,49.24, 
2013,T3,Reduced input with CC,R2,S1,1,10-25cm,15,684.06,1.61,1.72,76.21, 
2013,T3,Reduced input with CC,R2,S1,1,25-50cm,25,1140.09,1.66,1.82,178.51, 
2013,T3,Reduced input with CC,R2,S1,1,50-end cm,60,2736.22,1.68,1.87,505.67, 
2013,T3,Reduced input with CC,R2,S1,2,0-10cm,10,456.04,1.57,1.63,26.96, 
2013,T3,Reduced input with CC,R2,S1,2,10-25cm,15,684.06,1.58,1.68,67.57, 
2013,T3,Reduced input with CC,R2,S1,2,25-50cm,25,1140.09,1.57,1.77,226.56, 
2013,T3,Reduced input with CC,R2,S1,2,50-end cm,63,2873.03,1.59,1.86,776.74, 
2013,T3,Reduced input with CC,R2,S2,1,0-10cm,10,456.04,1.83,1.88,21.14, 
2013,T3,Reduced input with CC,R2,S2,1,10-25cm,15,684.06,1.76,1.78,18.47, 
2013,T3,Reduced input with CC,R2,S2,1,25-50cm,25,1140.09,1.67,1.71,45.6, 
2013,T3,Reduced input with CC,R2,S2,1,50-end cm,68,3101.05,1.8,1.85,151.08, 
2013,T3,Reduced input with CC,R2,S2,2,0-10cm,10,456.04,1.46,1.52,27.01, 
2013,T3,Reduced input with CC,R2,S2,2,10-25cm,15,684.06,1.72,1.79,44.78, 
2013,T3,Reduced input with CC,R2,S2,2,25-50cm,25,1140.09,1.84,1.87,41.24, 
2013,T3,Reduced input with CC,R2,S2,2,50-end cm,61,2781.82,1.75,1.76,29.47, 
2013,T3,Reduced input with CC,R2,S3,1,0-10cm,10,456.04,1.63,1.68,21.67, 
2013,T3,Reduced input with CC,R2,S3,1,10-25cm,15,684.06,1.53,1.65,82.08, 
2013,T3,Reduced input with CC,R2,S3,1,25-50cm,25,1140.09,1.45,1.72,307.27, 
2013,T3,Reduced input with CC,R2,S3,1,50-end cm,63,2873.03,1.64,1.71,206.48, 
2013,T3,Reduced input with CC,R2,S3,2,0-10cm,10,456.04,1.42,1.45,17.71, 
2013,T3,Reduced input with CC,R2,S3,2,10-25cm,15,684.06,1.55,1.58,25.31, 
2013,T3,Reduced input with CC,R2,S3,2,25-50cm,25,1140.09,1.72,1.84,134.64, 
2013,T3,Reduced input with CC,R2,S3,2,50-end cm,61,2781.82,1.49,1.83,951.89, 
2013,T3,Reduced input with CC,R2,S4,1,0-10cm,10,456.04,1.46,1.55,42.2, 
2013,T3,Reduced input with CC,R2,S4,1,10-25cm,15,684.06,1.56,1.66,64.72, 
2013,T3,Reduced input with CC,R2,S4,1,25-50cm,25,1140.09,1.48,1.69,243.08, 
2013,T3,Reduced input with CC,R2,S4,1,50-end cm,63,2873.03,1.67,1.72,124.06, 
2013,T3,Reduced input with CC,R2,S4,2,0-10cm,10,456.04,1.33,1.4,31.29, 
2013,T3,Reduced input with CC,R2,S4,2,10-25cm,15,684.06,1.43,1.58,101.73, 
2013,T3,Reduced input with CC,R2,S4,2,25-50cm,25,1140.09,1.62,1.88,298.37, 
2013,T3,Reduced input with CC,R2,S4,2,50-end cm,62,2827.43,1.65,1.82,464.9, 
2013,T3,Reduced input with CC,R2,S5,1,0-10cm,10,456.04,1.3,1.3,1.16, 
2013,T3,Reduced input with CC,R2,S5,1,10-25cm,15,684.06,1.45,1.47,8.59, 
2013,T3,Reduced input with CC,R2,S5,1,25-50cm,25,1140.09,1.55,1.62,79.87, 
2013,T3,Reduced input with CC,R2,S5,1,50-end cm,63,2873.03,1.6,1.79,559.06, 
2013,T3,Reduced input with CC,R2,S5,2,0-10cm,10,456.04,1.44,1.45,6.02, 
2013,T3,Reduced input with CC,R2,S5,2,10-25cm,15,684.06,1.37,1.38,13.14,Chunk of soil missing 
2013,T3,Reduced input with CC,R3,S3,2,50-end cm,59,2690.62,1.56,1.77,556.66, 
2013,T3,Reduced input with CC,R3,S4,1,0-10cm,10,456.04,1.41,1.46,25.2, 
2013,T3,Reduced input with CC,R3,S4,1,10-25cm,15,684.06,1.61,1.64,24.61, 
2013,T3,Reduced input with CC,R3,S4,1,25-50cm,25,1140.09,1.67,1.73,64.4, 
2013,T3,Reduced input with CC,R3,S4,1,50-end cm,62,2827.43,1.72,1.83,329.63, 
2013,T3,Reduced input with CC,R3,S4,2,0-10cm,10,456.04,1.26,1.35,44.46, 
2013,T3,Reduced input with CC,R3,S4,2,10-25cm,15,684.06,1.55,1.59,27.74, 
2013,T3,Reduced input with CC,R3,S4,2,25-50cm,25,1140.09,1.7,1.74,45.11, 
2013,T3,Reduced input with CC,R3,S4,2,50-end cm,64,2918.64,1.64,1.74,294.85, 
2013,T3,Reduced input with CC,R3,S5,1,0-10cm,10,456.04,1.46,1.6,67.37, 
2013,T3,Reduced input with CC,R3,S5,1,10-25cm,15,684.06,1.43,1.79,245.6, 
2013,T3,Reduced input with CC,R3,S5,1,25-50cm,25,1140.09,1.61,1.76,160.03, 
2013,T3,Reduced input with CC,R3,S5,1,50-end cm,60,2736.22,1.64,1.77,341.11, 
2013,T3,Reduced input with CC,R3,S5,2,0-10cm,10,456.04,1.53,1.6,31.87, 
2013,T3,Reduced input with CC,R3,S5,2,10-25cm,15,684.06,1.7,1.85,102.43, 
2013,T3,Reduced input with CC,R3,S5,2,25-50cm,25,1140.09,1.52,1.78,297.36, 
2013,T3,Reduced input with CC,R3,S5,2,50-end cm,57,2599.41,1.64,1.81,434.37, 
2013,T3,Reduced input with CC,R4,S1,1,0-10cm,10,456.04,1.54,1.56,8.25, 
2013,T3,Reduced input with CC,R4,S1,1,10-25cm,15,684.06,1.49,1.6,74.3, 
2013,T3,Reduced input with CC,R4,S1,1,25-50cm,25,1140.09,1.58,1.74,175.98, 
2013,T3,Reduced input with CC,R4,S1,1,50-end cm,63,2873.03,1.54,1.74,596.42, 
2013,T3,Reduced input with CC,R4,S1,2,0-10cm,10,456.04,1.36,1.47,49.12, 
2013,T3,Reduced input with CC,R4,S1,2,10-25cm,15,684.06,1.56,1.57,11.03, 
2013,T3,Reduced input with CC,R4,S1,2,25-50cm,25,1140.09,1.51,1.71,219.89, 
2013,T3,Reduced input with CC,R4,S1,2,50-end cm,63,2873.03,1.57,1.76,550.36, 
2013,T3,Reduced input with CC,R4,S2,1,0-10cm,10,456.04,1.51,1.52,5.23, 
2013,T3,Reduced input with CC,R4,S2,1,10-25cm,15,684.06,1.48,1.57,60.88, 
2013,T3,Reduced input with CC,R4,S2,1,25-50cm,25,1140.09,1.49,1.74,277.41, 
2013,T3,Reduced input with CC,R4,S2,1,50-end cm,62,2827.43,1.53,1.75,608.43, 
2013,T3,Reduced input with CC,R4,S2,2,0-10cm,10,456.04,1.53,1.56,14.27, 
2013,T3,Reduced input with CC,R4,S2,2,10-25cm,15,684.06,1.54,1.61,49.18, 
2013,T3,Reduced input with CC,R4,S2,2,25-50cm,25,1140.09,1.5,1.74,271.48, 
2013,T3,Reduced input with CC,R4,S2,2,50-end cm,64,2918.64,1.47,1.77,868.09, 
2013,T3,Reduced input with CC,R4,S3,1,0-10cm,10,456.04,1.11,1.16,21.7, 
2013,T3,Reduced input with CC,R4,S3,1,10-25cm,15,684.06,1.45,1.5,34.57, 
2013,T3,Reduced input with CC,R4,S3,1,25-50cm,25,1140.09,1.59,1.69,115.14, 
2013,T3,Reduced input with CC,R4,S3,1,50-end cm,63,2873.03,1.42,1.83,1174.2, 
2013,T3,Reduced input with CC,R4,S3,2,10-25cm,15,684.06,1.41,1.47,39.41, 
2013,T3,Reduced input with CC,R4,S3,2,25-50cm,25,1140.09,1.57,1.62,57.28, 
2013,T3,Reduced input with CC,R4,S3,2,50-end cm,66,3009.84,1.5,1.82,970.81, 
2013,T3,Reduced input with CC,R4,S4,1,0-10cm,10,456.04,1.47,1.52,19.37, 
2013,T3,Reduced input with CC,R4,S4,1,10-25cm,15,684.06,1.62,1.65,21.3, 
2013,T3,Reduced input with CC,R4,S4,1,25-50cm,25,1140.09,1.26,1.59,376.36, 
2013,T3,Reduced input with CC,R4,S4,1,50-end cm,59,2690.62,1.49,1.82,878.6, 
2013,T3,Reduced input with CC,R4,S4,2,0-10cm,10,456.04,1.4,1.42,10.46, 
2013,T3,Reduced input with CC,R4,S4,2,10-25cm,15,684.06,1.58,1.59,6.19, 
2013,T3,Reduced input with CC,R4,S4,2,25-50cm,25,1140.09,1.47,1.69,259.42, 
2013,T3,Reduced input with CC,R4,S4,2,50-end cm,61,2781.82,1.38,1.74,1002.53, 
2013,T3,Reduced input with CC,R4,S5,1,0-10cm,10,456.04,1.35,1.38,12.77, 
2013,T3,Reduced input with CC,R4,S5,1,10-25cm,15,684.06,1.55,1.57,14.55, 
2013,T3,Reduced input with CC,R4,S5,1,25-50cm,25,1140.09,1.51,1.68,184.03, 
2013,T3,Reduced input with CC,R4,S5,1,50-end cm,64,2918.64,1.37,1.83,1339.78, 
2013,T3,Reduced input with CC,R4,S5,2,0-10cm,10,456.04,1.44,1.47,11.12, 
2013,T3,Reduced input with CC,R4,S5,2,10-25cm,15,684.06,1.46,1.52,44.92, 
2013,T3,Reduced input with CC,R4,S5,2,25-50cm,25,1140.09,1.35,1.65,342.87, 
2013,T3,Reduced input with CC,R4,S5,2,50-end cm,59,2690.62,1.32,1.76,1159.54, 
2013,T3,Reduced input with CC,R5,S1,1,0-10cm,10,456.04,1.43,1.45,11.37, 
2013,T3,Reduced input with CC,R5,S1,1,10-25cm,15,684.06,1.38,1.38,5.91, 
2013,T3,Reduced input with CC,R5,S1,1,25-50cm,25,1140.09,1.42,1.48,66.64, 
2013,T3,Reduced input with CC,R5,S1,1,50-end cm,59,2690.62,1.53,1.86,902.08, 
2013,T3,Reduced input with CC,R5,S1,2,0-10cm,10,456.04,1.3,1.31,4.95, 
2013,T3,Reduced input with CC,R5,S1,2,10-25cm,15,684.06,1.38,1.39,7.14, 
2013,T3,Reduced input with CC,R5,S1,2,25-50cm,25,1140.09,1.41,1.43,24.06, 
2013,T3,Reduced input with CC,R5,S1,2,50-end cm,72,3283.46,1.38,1.61,764.38, 
2013,T3,Reduced input with CC,R5,S2,1,0-10cm,10,456.04,1.11,1.15,20.07, 
2013,T3,Reduced input with CC,R5,S2,1,10-25cm,15,684.06,1.43,1.5,46.97, 
2013,T3,Reduced input with CC,R5,S2,1,25-50cm,25,1140.09,1.48,1.54,60.77, 
2013,T3,Reduced input with CC,R5,S2,1,50-end cm,67,3055.45,1.6,1.75,473.79, 
2013,T3,Reduced input with CC,R5,S2,2,0-10cm,10,456.04,1.29,1.34,24.82, 
2013,T3,Reduced input with CC,R5,S2,2,10-25cm,15,684.06,1.45,1.49,24.21, 
2013,T3,Reduced input with CC,R5,S2,2,25-50cm,25,1140.09,1.58,1.61,31.06, 
2013,T3,Reduced input with CC,R5,S2,2,50-end cm,66,3009.84,1.64,1.8,466.48, 
2013,T3,Reduced input with CC,R5,S3,1,0-10cm,10,456.04,1.47,1.5,14.43, 
2013,T3,Reduced input with CC,R5,S3,1,10-25cm,15,684.06,1.48,1.55,46.66, 
2013,T3,Reduced input with CC,R5,S3,1,25-50cm,25,1140.09,1.56,1.64,90.06, 
2013,T3,Reduced input with CC,R5,S3,1,50-end cm,60,2736.22,1.55,1.86,844.59, 
2013,T3,Reduced input with CC,R5,S3,2,0-10cm,10,456.04,1.34,1.35,4.87, 
2013,T3,Reduced input with CC,R5,S3,2,10-25cm,15,684.06,1.51,1.55,25.63, 
2013,T3,Reduced input with CC,R5,S3,2,25-50cm,25,1140.09,1.54,1.64,109.92, 
2013,T3,Reduced input with CC,R5,S3,2,50-end cm,62,2827.43,1.48,1.81,939.19, 
2013,T3,Reduced input with CC,R5,S4,1,0-10cm,10,456.04,1.43,1.46,14.71, 
2013,T3,Reduced input with CC,R5,S4,1,10-25cm,15,684.06,1.44,1.46,14.35, 
2013,T3,Reduced input with CC,R5,S4,1,25-50cm,25,1140.09,1.46,1.5,52.17, 
2013,T3,Reduced input with CC,R5,S4,1,50-end cm,65,2964.24,1.5,1.87,1074.28, 
2013,T3,Reduced input with CC,R5,S4,2,0-10cm,10,456.04,1.5,1.54,16.21, 
