year,treatment,Treatment_Type,replicate,station,core,section,horizon_length,core_volume_cm3,gravel_free_bulk_density,total_bulk_density,gravel_weight_g,comments
2022,T1,Conventional,R1,S1,1,0-10cm,10,456.04,1.28,1.38,46.3,
2022,T1,Conventional,R1,S1,1,10-25cm,15,684.06,1.66,1.77,75.87,no roots
2022,T1,Conventional,R1,S1,1,25-50cm,25,1140.09,1.53,1.73,225.71,
2022,T1,Conventional,R1,S1,1,50-100cm,50,2280.18,1.63,1.74,265.41,no roots
2022,T1,Conventional,R1,S1,2,0-10cm,10,456.04,1.62,1.73,47.96,
2022,T1,Conventional,R1,S1,2,10-25cm,15,684.06,1.58,1.7,88.23,
2022,T1,Conventional,R1,S1,2,25-50cm,25,1140.09,1.6,1.7,109.05,
2022,T1,Conventional,R1,S1,2,50-100cm,50,2280.18,1.58,1.73,343.5,no roots
2022,T1,Conventional,R1,S2,1,0-10cm,10,456.04,1.41,1.49,36.37,
2022,T1,Conventional,R1,S2,1,10-25cm,15,684.06,1.66,1.73,47.53,
2022,T1,Conventional,R1,S2,1,25-50cm,25,1140.09,1.6,1.71,128.52,
2022,T1,Conventional,R1,S2,1,50-100cm,50,2280.18,1.6,1.75,323.69,no roots
2022,T1,Conventional,R1,S2,2,0-10cm,10,456.04,1.4,1.44,17.49,
2022,T1,Conventional,R1,S2,2,10-25cm,15,684.06,1.52,1.58,38.01,
2022,T1,Conventional,R1,S2,2,25-50cm,25,1140.09,1.61,1.7,99.79,no roots
2022,T1,Conventional,R1,S2,2,50-100cm,50,2280.18,1.51,1.77,603.26,no roots
2022,T1,Conventional,R1,S3,1,0-10cm,10,456.04,1.45,1.54,39.13,
2022,T1,Conventional,R1,S3,1,10-25cm,15,684.06,1.17,1.27,64.23,
2022,T1,Conventional,R1,S3,1,25-50cm,25,1140.09,1.58,1.63,58.04,
2022,T1,Conventional,R1,S3,1,50-100cm,50,2280.18,1.57,1.71,321.06,
2022,T1,Conventional,R1,S3,2,0-10cm,10,456.04,1.28,1.34,28.46,
2022,T1,Conventional,R1,S3,2,10-25cm,15,684.06,1.43,1.49,44.34,
2022,T1,Conventional,R1,S3,2,25-50cm,25,1140.09,1.63,1.69,63.96,
2022,T1,Conventional,R1,S3,2,50-100cm,50,2280.18,1.62,1.79,383.62,no roots
2022,T1,Conventional,R1,S4,1,0-10cm,10,456.04,1.76,1.8,17.03,
2022,T1,Conventional,R1,S4,1,10-25cm,15,684.06,1.52,1.55,18.67,
2022,T1,Conventional,R1,S4,1,25-50cm,25,1140.09,1.55,1.65,111.61,
2022,T1,Conventional,R1,S4,1,50-100cm,50,2280.18,1.57,1.8,519.99,
2022,T1,Conventional,R1,S4,2,0-10cm,10,456.04,1.11,1.17,27.04,
2022,T1,Conventional,R1,S4,2,10-25cm,15,684.06,1.42,1.49,44.21,
2022,T1,Conventional,R1,S4,2,25-50cm,25,1140.09,1.57,1.76,213.76,
2022,T1,Conventional,R1,S4,2,50-100cm,50,2280.18,1.51,1.77,604.21,no roots
2022,T1,Conventional,R1,S5,1,0-10cm,10,456.04,1.31,1.32,5.56,
2022,T1,Conventional,R1,S5,1,10-25cm,15,684.06,1.44,1.47,18.16,
2022,T1,Conventional,R1,S5,1,25-50cm,25,1140.09,1.6,1.77,192.21,
2022,T1,Conventional,R1,S5,1,50-100cm,50,2280.18,1.53,1.75,500.65,NEW BAG CODE
2022,T1,Conventional,R1,S5,2,0-10cm,10,456.04,1.37,1.39,8.72,
2022,T1,Conventional,R1,S5,2,10-25cm,15,684.06,1.48,1.53,35.12,
2022,T1,Conventional,R1,S5,2,25-50cm,25,1140.09,1.45,1.67,248.52,
2022,T1,Conventional,R1,S5,2,50-100cm,50,2280.18,1.65,1.76,249.28,no roots
2022,T1,Conventional,R2,S1,1,0-10cm,10,456.04,1.21,1.33,54.04,
2022,T1,Conventional,R2,S1,1,10-25cm,15,684.06,1.5,1.54,31.14,
2022,T1,Conventional,R2,S1,1,25-50cm,25,1140.09,1.49,1.62,146.04,
2022,T1,Conventional,R2,S1,1,50-100cm,50,2280.18,1.43,1.73,673.5,no roots
2022,T1,Conventional,R2,S1,2,0-10cm,10,456.04,0.99,1.02,16.19,
2022,T1,Conventional,R2,S1,2,10-25cm,15,684.06,1.56,1.6,32.36,
2022,T1,Conventional,R2,S1,2,25-50cm,25,1140.09,1.37,1.48,132.83,
2022,T1,Conventional,R2,S1,2,50-100cm,50,2280.18,1.49,1.75,591.15,
2022,T1,Conventional,R2,S2,1,0-10cm,10,456.04,1.39,1.41,11.11,
2022,T1,Conventional,R2,S2,1,10-25cm,15,684.06,1.38,1.41,23.03,
2022,T1,Conventional,R2,S2,1,25-50cm,25,1140.09,1.54,1.57,28.22,
2022,T1,Conventional,R2,S2,1,50-100cm,50,2280.18,1.49,1.8,716.05,no roots
2022,T1,Conventional,R2,S2,2,0-10cm,10,456.04,1.45,1.47,12.07,
2022,T1,Conventional,R2,S2,2,10-25cm,15,684.06,1.4,1.41,11.14,
2022,T1,Conventional,R2,S2,2,25-50cm,25,1140.09,1.63,1.68,59.07,
2022,T1,Conventional,R2,S2,2,50-100cm,50,2280.18,1.45,1.74,673.13,no roots
2022,T1,Conventional,R2,S3,1,0-10cm,10,456.04,1.27,1.3,14.41,
2022,T1,Conventional,R2,S3,1,10-25cm,15,684.06,1.56,1.59,23.8,
2022,T1,Conventional,R2,S3,1,25-50cm,25,1140.09,1.56,1.59,38.63,
2022,T1,Conventional,R2,S3,1,50-100cm,50,2280.18,1.25,1.72,1055.86,no roots
2022,T1,Conventional,R2,S3,2,0-10cm,10,456.04,1.52,1.57,20.5,
2022,T1,Conventional,R2,S3,2,10-25cm,15,684.06,1.43,1.46,23.67,
2022,T1,Conventional,R2,S3,2,25-50cm,25,1140.09,1.5,1.58,92.28,
2022,T1,Conventional,R2,S3,2,50-100cm,50,2280.18,1.48,1.69,475.97,no roots
2022,T1,Conventional,R2,S4,1,0-10cm,10,456.04,1.35,1.42,30.33,
2022,T1,Conventional,R2,S4,1,10-25cm,15,684.06,1.56,1.62,40.55,
2022,T1,Conventional,R2,S4,1,25-50cm,25,1140.09,1.55,1.77,248.59,no roots
2022,T1,Conventional,R2,S4,1,50-100cm,50,2280.18,1.37,1.76,878.8,no roots
2022,T1,Conventional,R2,S4,2,0-10cm,10,456.04,1.42,1.59,76.35,spilled about 15 g of soil from wet sieved bag
2022,T1,Conventional,R2,S4,2,10-25cm,15,684.06,1.46,1.5,29.33,
2022,T1,Conventional,R2,S4,2,25-50cm,25,1140.09,1.64,1.66,19.96,
2022,T1,Conventional,R2,S4,2,50-100cm,50,2280.18,1.67,1.75,185.17,no roots
2022,T1,Conventional,R2,S5,1,0-10cm,10,456.04,1.33,1.35,8.42,
2022,T1,Conventional,R2,S5,1,10-25cm,15,684.06,1.57,1.62,31.65,
2022,T1,Conventional,R2,S5,1,25-50cm,25,1140.09,1.5,1.66,183.15,
2022,T1,Conventional,R2,S5,1,50-100cm,50,2280.18,1.5,1.75,572.65,no roots
2022,T1,Conventional,R2,S5,2,0-10cm,10,456.04,1.49,1.52,15.58,
2022,T1,Conventional,R2,S5,2,10-25cm,15,684.06,1.55,1.59,27.52,
2022,T1,Conventional,R2,S5,2,25-50cm,25,1140.09,1.63,1.72,97.6,
2022,T1,Conventional,R2,S5,2,50-100cm,50,2280.18,1.61,1.79,414.53,
2022,T1,Conventional,R3,S1,1,0-10cm,10,456.04,1.56,1.88,148.46,
2022,T1,Conventional,R3,S1,1,10-25cm,15,684.06,1.32,1.61,200.49,no roots
2022,T1,Conventional,R3,S1,1,25-50cm,25,1140.09,1.51,1.72,248.82,no roots
2022,T1,Conventional,R3,S1,1,50-100cm,50,2280.18,1.65,1.68,78.98,no roots
2022,T1,Conventional,R3,S1,2,0-10cm,10,456.04,1.14,1.55,187.07,
2022,T1,Conventional,R3,S1,2,10-25cm,15,684.06,1.33,1.62,197.66,dr
2022,T1,Conventional,R3,S1,2,25-50cm,25,1140.09,1.16,1.63,531.21,no roots
2022,T1,Conventional,R3,S1,2,50-100cm,50,2280.18,1.54,1.74,452.08,no roots
2022,T1,Conventional,R3,S2,1,0-10cm,10,456.04,1.39,1.42,10.28,
2022,T1,Conventional,R3,S2,1,10-25cm,15,684.06,1.46,1.5,26.84,
2022,T1,Conventional,R3,S2,1,25-50cm,25,1140.09,1.54,1.59,54.73,
2022,T1,Conventional,R3,S2,1,50-100cm,50,2280.18,1.54,1.62,193.61,no roots
2022,T1,Conventional,R3,S2,2,0-10cm,10,456.04,1.57,1.67,44.48,
2022,T1,Conventional,R3,S2,2,10-25cm,15,684.06,1.52,1.67,106.38,
2022,T1,Conventional,R3,S2,2,25-50cm,25,1140.09,1.44,1.74,339.14,
2022,T1,Conventional,R3,S2,2,50-100cm,50,2280.18,1.65,1.74,207.28,no roots
2022,T1,Conventional,R3,S3,1,0-10cm,10,456.04,1.63,1.63,3.12,
2022,T1,Conventional,R3,S3,1,10-25cm,15,684.06,1.47,1.48,2.6,
2022,T1,Conventional,R3,S3,1,25-50cm,25,1140.09,1.41,1.41,6.3,
2022,T1,Conventional,R3,S3,1,50-100cm,50,2280.18,1.42,1.65,527.42,no roots
2022,T1,Conventional,R3,S3,2,0-10cm,10,456.04,1.4,1.42,10.7,
2022,T1,Conventional,R3,S3,2,10-25cm,15,684.06,1.52,1.54,10.49,
2022,T1,Conventional,R3,S3,2,25-50cm,25,1140.09,1.4,1.4,2.39,no roots
2022,T1,Conventional,R3,S3,2,50-100cm,50,2280.18,1.59,1.65,139.11,
2022,T1,Conventional,R3,S4,1,0-10cm,10,456.04,1.23,1.24,3.14,no roots
2022,T1,Conventional,R3,S4,1,10-25cm,15,684.06,1.37,1.38,2.31,no roots
2022,T1,Conventional,R3,S4,1,25-50cm,25,1140.09,1.43,1.48,56.75,
2022,T1,Conventional,R3,S4,1,50-100cm,50,2280.18,1.6,1.64,99.35,no roots
2022,T1,Conventional,R3,S4,2,0-10cm,10,456.04,1.39,1.4,5.87,
2022,T1,Conventional,R3,S4,2,10-25cm,15,684.06,1.41,1.42,8.19,
2022,T1,Conventional,R3,S4,2,25-50cm,25,1140.09,1.46,1.47,10.63,
2022,T1,Conventional,R3,S4,2,50-100cm,50,2280.18,1.55,1.64,192.41,no roots
2022,T1,Conventional,R3,S5,1,0-10cm,10,456.04,1.26,1.43,77.89,
2022,T1,Conventional,R3,S5,1,10-25cm,15,684.06,1.26,1.26,0,no rocks
2022,T1,Conventional,R3,S5,1,25-50cm,25,1140.09,1.29,1.29,9.53,
2022,T1,Conventional,R3,S5,1,50-100cm,50,2280.18,1.37,1.38,14.96,
2022,T1,Conventional,R3,S5,2,0-10cm,10,456.04,1.3,1.31,4.48,
2022,T1,Conventional,R3,S5,2,10-25cm,15,684.06,1.23,1.23,2.41,
2022,T1,Conventional,R3,S5,2,25-50cm,25,1140.09,1.31,1.33,12.66,
2022,T1,Conventional,R3,S5,2,50-100cm,50,2280.18,1.27,1.42,327.35,
2022,T1,Conventional,R4,S1,1,0-10cm,10,456.04,1.24,1.28,15.54,
2022,T1,Conventional,R4,S1,1,10-25cm,15,684.06,1.53,1.57,24.38,
2022,T1,Conventional,R4,S1,1,25-50cm,25,1140.09,1.56,1.72,190.69,no roots
2022,T1,Conventional,R4,S1,1,50-100cm,50,2280.18,1.39,1.81,971.3,no roots
2022,T1,Conventional,R4,S1,2,0-10cm,10,456.04,1.43,1.45,8.29, 
2022,T1,Conventional,R4,S1,2,10-25cm,15,684.06,1.61,1.63,13.44,
2022,T1,Conventional,R4,S1,2,25-50cm,25,1140.09,1.63,1.65,27.88,
2022,T1,Conventional,R4,S1,2,50-100cm,50,2280.18,1.64,1.81,386.27,
2022,T1,Conventional,R4,S2,1,0-10cm,10,456.04,1.61,1.63,13.28,
2022,T1,Conventional,R4,S2,1,10-25cm,15,684.06,1.54,1.6,41.67,
2022,T1,Conventional,R4,S2,1,25-50cm,25,1140.09,1.43,1.5,80.89,
2022,T1,Conventional,R4,S2,1,50-100cm,50,2280.18,1.42,1.79,851.3,no roots
2022,T1,Conventional,R4,S2,2,0-10cm,10,456.04,1.24,1.29,21.41,
2022,T1,Conventional,R4,S2,2,10-25cm,15,684.06,1.5,1.67,114,
2022,T1,Conventional,R4,S2,2,25-50cm,25,1140.09,1.47,1.68,241.27,
2022,T1,Conventional,R4,S2,2,50-100cm,50,2280.18,1.45,1.77,731.13,
2022,T1,Conventional,R4,S3,1,0-10cm,10,456.04,1.37,1.38,5.02,
2022,T1,Conventional,R4,S3,1,10-25cm,15,684.06,1.57,1.61,30.11,
2022,T1,Conventional,R4,S3,1,25-50cm,25,1140.09,1.68,1.75,77.83,
2022,T1,Conventional,R4,S3,1,50-100cm,50,2280.18,1.57,1.81,548.42,
2022,T1,Conventional,R4,S3,2,0-10cm,10,456.04,1.42,1.44,8.62,
2022,T1,Conventional,R4,S3,2,10-25cm,15,684.06,1.34,1.37,21.37,
2022,T1,Conventional,R4,S3,2,25-50cm,25,1140.09,1.66,1.73,81.05,
2022,T1,Conventional,R4,S3,2,50-100cm,50,2280.18,1.42,1.68,602.33,
2022,T1,Conventional,R4,S4,1,0-10cm,10,456.04,1.09,1.11,7.23,
2022,T1,Conventional,R4,S4,1,10-25cm,15,684.06,1.64,1.66,16.81,
2022,T1,Conventional,R4,S4,1,25-50cm,25,1140.09,1.52,1.59,78.97,
2022,T1,Conventional,R4,S4,1,50-100cm,50,2280.18,1.54,1.7,369.34,no roots
2022,T1,Conventional,R4,S4,2,0-10cm,10,456.04,1.32,1.35,9.76,
2022,T1,Conventional,R4,S4,2,10-25cm,15,684.06,1.56,1.58,14.97,
2022,T1,Conventional,R4,S4,2,25-50cm,25,1140.09,1.65,1.7,57.39,
2022,T1,Conventional,R4,S4,2,50-100cm,50,2280.18,1.55,1.76,494.94,no roots
2022,T1,Conventional,R4,S5,1,0-10cm,10,456.04,1.35,1.37,5.54,
2022,T1,Conventional,R4,S5,1,10-25cm,15,684.06,1.72,1.74,16.33,
2022,T1,Conventional,R4,S5,1,25-50cm,25,1140.09,1.42,1.46,48.16,no roots
2022,T1,Conventional,R4,S5,1,50-100cm,50,2280.18,1.49,1.68,450.22,
2022,T1,Conventional,R4,S5,2,0-10cm,10,456.04,1.21,1.23,7,
2022,T1,Conventional,R4,S5,2,10-25cm,15,684.06,1.56,1.6,25.69,
2022,T1,Conventional,R4,S5,2,25-50cm,25,1140.09,1.73,1.73,3.85,no roots
2022,T1,Conventional,R4,S5,2,50-100cm,50,2280.18,1.61,1.8,437.9,
2022,T1,Conventional,R5,S1,1,0-10cm,10,456.04,1.57,1.65,33.08,
2022,T1,Conventional,R5,S1,1,10-25cm,15,684.06,1.52,1.68,110.15,
2022,T1,Conventional,R5,S1,1,25-50cm,25,1140.09,1.53,1.7,190.2,no roots
2022,T1,Conventional,R5,S1,1,50-100cm,50,2280.18,1.66,1.78,261.94,no roots
2022,T1,Conventional,R5,S1,2,0-10cm,10,456.04,1.59,1.69,44.69,
2022,T1,Conventional,R5,S1,2,10-25cm,15,684.06,1.65,1.74,64.89,
2022,T1,Conventional,R5,S1,2,25-50cm,25,1140.09,1.65,1.76,117.52,
2022,T1,Conventional,R5,S1,2,50-100cm,50,2280.18,1.7,1.76,131.07,
2022,T1,Conventional,R5,S2,1,0-10cm,10,456.04,1.45,1.47,9.03,
2022,T1,Conventional,R5,S2,1,10-25cm,15,684.06,1.7,1.73,19.57,
2022,T1,Conventional,R5,S2,1,25-50cm,25,1140.09,1.58,1.71,142.92,
2022,T1,Conventional,R5,S2,1,50-100cm,50,2280.18,1.65,1.73,192.36,
2022,T1,Conventional,R5,S2,2,0-10cm,10,456.04,1.58,1.66,36.36,
2022,T1,Conventional,R5,S2,2,10-25cm,15,684.06,1.62,1.75,89.78,
2022,T1,Conventional,R5,S2,2,25-50cm,25,1140.09,1.59,1.68,100.76,
2022,T1,Conventional,R5,S2,2,50-100cm,50,2280.18,1.68,1.79,246.25,
2022,T1,Conventional,R5,S3,1,0-10cm,10,456.04,1.46,1.49,12.33,
2022,T1,Conventional,R5,S3,1,10-25cm,15,684.06,1.57,1.62,37.24,
2022,T1,Conventional,R5,S3,1,25-50cm,25,1140.09,1.59,1.73,158.74,
2022,T1,Conventional,R5,S3,1,50-100cm,50,2280.18,1.5,1.68,402,no roots
2022,T1,Conventional,R5,S3,2,0-10cm,10,456.04,1.71,1.72,6.98,
2022,T1,Conventional,R5,S3,2,10-25cm,15,684.06,1.6,1.67,47.03,
2022,T1,Conventional,R5,S3,2,25-50cm,25,1140.09,1.6,1.68,101.78,
2022,T1,Conventional,R5,S3,2,50-100cm,50,2280.18,1.51,1.81,674.86,
2022,T1,Conventional,R5,S4,1,0-10cm,10,456.04,1.73,1.76,14.85,
2022,T1,Conventional,R5,S4,1,10-25cm,15,684.06,1.51,1.54,20.08,
2022,T1,Conventional,R5,S4,1,25-50cm,25,1140.09,1.48,1.6,142.4,
2022,T1,Conventional,R5,S4,1,50-100cm,50,2280.18,1.54,1.67,305.19,
2022,T1,Conventional,R5,S4,2,0-10cm,10,456.04,1.69,1.77,37.66,
2022,T1,Conventional,R5,S4,2,10-25cm,15,684.06,1.34,1.52,126.59,
2022,T1,Conventional,R5,S4,2,25-50cm,25,1140.09,1.57,1.71,161.67,
2022,T1,Conventional,R5,S4,2,50-100cm,50,2280.18,1.51,1.76,573.97,no roots
2022,T1,Conventional,R5,S5,1,0-10cm,10,456.04,1.37,1.43,24.3,
2022,T1,Conventional,R5,S5,1,10-25cm,15,684.06,1.46,1.51,36.32,
2022,T1,Conventional,R5,S5,1,25-50cm,25,1140.09,1.54,1.67,147.87,
2022,T1,Conventional,R5,S5,1,50-100cm,50,2280.18,1.64,1.83,413.31,no roots
2022,T1,Conventional,R5,S5,2,0-10cm,10,456.04,1.53,1.61,36.81,
2022,T1,Conventional,R5,S5,2,10-25cm,15,684.06,1.2,1.42,156.21,
2022,T1,Conventional,R5,S5,2,25-50cm,25,1140.09,1.37,1.67,338.85,
2022,T1,Conventional,R5,S5,2,50-100cm,50,2280.18,1.57,1.86,654.35,
2022,T1,Conventional,R6,S1,1,0-10cm,10,456.04,1.33,1.38,20.41,
2022,T1,Conventional,R6,S1,1,10-25cm,15,684.06,1.68,1.71,24.35,
2022,T1,Conventional,R6,S1,1,25-50cm,25,1140.09,1.72,1.74,19.35,no roots
2022,T1,Conventional,R6,S1,1,50-100cm,50,2280.18,1.6,1.7,217.23,no roots
2022,T1,Conventional,R6,S1,2,0-10cm,10,456.04,1.7,1.77,29.96,
2022,T1,Conventional,R6,S1,2,10-25cm,15,684.06,1.7,1.74,27.37,no roots
2022,T1,Conventional,R6,S1,2,25-50cm,25,1140.09,1.66,1.69,28.65,
2022,T1,Conventional,R6,S1,2,50-100cm,50,2280.18,1.77,1.78,18.56,no roots
2022,T1,Conventional,R6,S2,1,0-10cm,10,456.04,1.82,1.89,29.82,
2022,T1,Conventional,R6,S2,1,10-25cm,15,684.06,1.65,1.7,33.95,no roots
2022,T1,Conventional,R6,S2,1,25-50cm,25,1140.09,1.67,1.7,40.69,no roots
2022,T1,Conventional,R6,S2,1,50-100cm,50,2280.18,1.63,1.66,63.03,
2022,T1,Conventional,R6,S2,2,0-10cm,10,456.04,1.36,1.39,15.1,
2022,T1,Conventional,R6,S2,2,10-25cm,15,684.06,1.58,1.63,37.94,
2022,T1,Conventional,R6,S2,2,25-50cm,25,1140.09,1.75,1.77,22.15,
2022,T1,Conventional,R6,S2,2,50-100cm,50,2280.18,1.69,1.74,108.57,
2022,T1,Conventional,R6,S3,1,0-10cm,10,456.04,2.12,2.17,19.08,
2022,T1,Conventional,R6,S3,1,10-25cm,15,684.06,1.61,1.67,35.24,no roots
2022,T1,Conventional,R6,S3,1,25-50cm,25,1140.09,1.59,1.68,102.18,no roots
2022,T1,Conventional,R6,S3,1,50-100cm,50,2280.18,1.64,1.7,145.68,
2022,T1,Conventional,R6,S3,2,0-10cm,10,456.04,1.41,1.46,22.81,
2022,T1,Conventional,R6,S3,2,10-25cm,15,684.06,1.72,1.85,83.12,no roots
2022,T1,Conventional,R6,S3,2,25-50cm,25,1140.09,1.61,1.71,112.7,no roots
2022,T1,Conventional,R6,S3,2,50-100cm,50,2280.18,1.67,1.75,172.06,no roots
2022,T1,Conventional,R6,S4,1,0-10cm,10,456.04,1.58,1.67,39.51,
2022,T1,Conventional,R6,S4,1,10-25cm,15,684.06,1.58,1.61,17.16,no roots
2022,T1,Conventional,R6,S4,1,25-50cm,25,1140.09,1.66,1.71,52.95,no roots
2022,T1,Conventional,R6,S4,1,50-100cm,50,2280.18,1.61,1.7,218.58,no roots
2022,T1,Conventional,R6,S4,2,0-10cm,10,456.04,1.83,1.87,18.73,
2022,T1,Conventional,R6,S4,2,10-25cm,15,684.06,1.63,1.74,74.34,
2022,T1,Conventional,R6,S4,2,25-50cm,25,1140.09,1.68,1.73,53.94,
2022,T1,Conventional,R6,S4,2,50-100cm,50,2280.18,1.56,1.64,182.59,
2022,T1,Conventional,R6,S5,1,25-50cm,25,1140.09,1.53,1.55,21.72,
2022,T1,Conventional,R6,S5,1,50-100cm,50,2280.18,1.58,1.6,44.64,
2022,T1,Conventional,R6,S5,1,0-10cm,10,456.04,1.47,1.5,17.2,
2022,T1,Conventional,R6,S5,1,10-25cm,15,684.06,1.61,1.67,39.04,
2022,T1,Conventional,R6,S5,2,0-10cm,10,456.04,1.49,1.51,8.81,
2022,T1,Conventional,R6,S5,2,10-25cm,15,684.06,1.75,1.8,31.5,
2022,T1,Conventional,R6,S5,2,25-50cm,25,1140.09,1.63,1.67,50.1,
2022,T1,Conventional,R6,S5,2,50-100cm,50,2280.18,1.63,1.72,212.51,no roots
2013,T1,Conventional,R1,S1,1,0-10cm,10,456.04,1.5,1.52,9.01, 
2013,T1,Conventional,R1,S1,1,10-25cm,15,684.06,1.62,1.64,17.03, 
2013,T1,Conventional,R1,S1,1,25-50cm,25,1140.09,1.51,1.67,179.1, 
2013,T1,Conventional,R1,S1,1,50-end cm,64,2918.64,1.58,1.74,467.39, 
2013,T1,Conventional,R1,S1,2,0-10cm,10,456.04,1.57,1.61,16.53, 
2013,T1,Conventional,R1,S1,2,10-25cm,15,684.06,1.56,1.69,86.05, 
2013,T1,Conventional,R1,S1,2,25-50cm,25,1140.09,1.56,1.68,140.19, 
2013,T1,Conventional,R1,S1,2,50-end cm,62,2827.43,1.51,1.72,604.3, 
2013,T1,Conventional,R1,S2,1,0-10cm,10,456.04,1.42,1.51,40.35, 
2013,T1,Conventional,R1,S2,1,10-25cm,15,684.06,1.58,1.63,38.83, 
2013,T1,Conventional,R1,S2,1,25-50cm,25,1140.09,1.46,1.68,250.54, 
2013,T1,Conventional,R1,S2,1,50-end cm,63,2873.03,1.6,1.78,516.13, 
2013,T1,Conventional,R1,S2,2,0-10cm,10,456.04,1.6,1.64,17.6, 
2013,T1,Conventional,R1,S2,2,10-25cm,15,684.06,1.59,1.64,38.39, 
2013,T1,Conventional,R1,S2,2,25-50cm,25,1140.09,1.7,1.77,79.02, 
2013,T1,Conventional,R1,S2,2,50-end cm,66,3009.84,1.59,1.76,486.89, 
2013,T1,Conventional,R1,S3,1,0-10cm,10,456.04,1.28,1.35,35.17, 
2013,T1,Conventional,R1,S3,1,10-25cm,15,684.06,1.49,1.54,32.29, 
2013,T1,Conventional,R1,S3,1,25-50cm,25,1140.09,1.62,1.65,31.8, 
2013,T1,Conventional,R1,S3,1,50-end cm,65,2964.24,1.58,1.72,392.61, 
2013,T1,Conventional,R1,S3,2,0-10cm,10,456.04,1.41,1.45,17.21,Not a very full core (103 cm) 
2013,T1,Conventional,R1,S3,2,10-25cm,15,684.06,1.61,1.77,107.93,Not a very full core (103 cm) 
2013,T1,Conventional,R1,S3,2,25-50cm,25,1140.09,1.58,1.61,34.71,Not a very full core (103 cm) 
2013,T1,Conventional,R1,S3,2,50-end cm,53,2416.99,1.58,1.72,340.33,Not a very full core (103 cm) 
2013,T1,Conventional,R1,S4,1,0-10cm,10,456.04,1.46,1.5,14.4, 
2013,T1,Conventional,R1,S4,1,10-25cm,15,684.06,1.58,1.61,19.52, 
2013,T1,Conventional,R1,S4,1,25-50cm,25,1140.09,1.52,1.55,34.83, 
2013,T1,Conventional,R1,S4,1,50-end cm,64,2918.64,1.54,1.73,569.94, 
2013,T1,Conventional,R1,S4,2,0-10cm,10,456.04,1.65,1.75,46.2, 
2013,T1,Conventional,R1,S4,2,10-25cm,15,684.06,1.59,1.62,25.47, 
2013,T1,Conventional,R1,S4,2,25-50cm,25,1140.09,1.59,1.61,22.29, 
2013,T1,Conventional,R1,S4,2,50-end cm,61,2781.82,1.5,1.73,643.13, 
2013,T1,Conventional,R1,S5,1,0-10cm,10,456.04,1.34,1.34,2.26, 
2013,T1,Conventional,R1,S5,1,10-25cm,15,684.06,1.52,1.58,42.39, 
2013,T1,Conventional,R1,S5,1,25-50cm,25,1140.09,1.65,1.66,16.35, 
2013,T1,Conventional,R1,S5,1,50-end cm,57,2599.41,1.56,1.76,526.05, 
2013,T1,Conventional,R1,S5,2,0-10cm,10,456.04,1.35,1.38,12.11, 
2013,T1,Conventional,R1,S5,2,10-25cm,15,684.06,1.69,1.71,17.87, 
2013,T1,Conventional,R1,S5,2,25-50cm,25,1140.09,1.52,1.62,112.18, 
2013,T1,Conventional,R1,S5,2,50-end cm,58,2645.01,1.68,1.82,369.35, 
2013,T1,Conventional,R2,S1,1,0-10cm,10,456.04,1.53,1.6,30.84,forgot to weigh unsieved mass 
2013,T1,Conventional,R2,S1,1,10-25cm,15,684.06,1.65,1.74,57.54, 
2013,T1,Conventional,R2,S1,1,25-50cm,25,1140.09,1.54,1.64,113.3, 
2013,T1,Conventional,R2,S1,1,50-end cm,63,2873.03,1.53,1.79,739.58, 
2013,T1,Conventional,R2,S1,2,0-10cm,10,456.04,1.34,1.52,82.01, 
2013,T1,Conventional,R2,S1,2,10-25cm,15,684.06,1.71,1.74,24.57, 
2013,T1,Conventional,R2,S1,2,25-50cm,25,1140.09,1.66,1.72,65.25, 
2013,T1,Conventional,R2,S1,2,50-end cm,58,2645.01,1.68,1.88,537.82, 
2013,T1,Conventional,R2,S2,1,0-10cm,10,456.04,1.45,1.45,3.1, 
2013,T1,Conventional,R2,S2,1,10-25cm,15,684.06,1.49,1.51,13.52, 
2013,T1,Conventional,R2,S2,1,25-50cm,25,1140.09,1.57,1.66,108.22, 
2013,T1,Conventional,R2,S2,1,50-end cm,61,2781.82,1.56,1.86,825.3, 
2013,T1,Conventional,R2,S2,2,0-10cm,10,456.04,1.49,1.52,13.89, 
2013,T1,Conventional,R2,S2,2,10-25cm,15,684.06,1.44,1.47,24.35, 
2013,T1,Conventional,R2,S2,2,25-50cm,25,1140.09,1.57,1.65,86.54, 
2013,T1,Conventional,R2,S2,2,50-end cm,62,2827.43,1.61,1.84,648.37, 
2013,T1,Conventional,R2,S3,1,0-10cm,10,456.04,1.6,1.69,42.66, 
2013,T1,Conventional,R2,S3,1,10-25cm,15,684.06,1.41,1.45,21.22, 
2013,T1,Conventional,R2,S3,1,25-50cm,25,1140.09,1.59,1.61,28.91, 
2013,T1,Conventional,R2,S3,1,50-end cm,65,2964.24,1.43,1.64,639.99, 
2013,T1,Conventional,R2,S3,2,0-10cm,10,456.04,1.24,1.29,22.75, 
2013,T1,Conventional,R2,S3,2,10-25cm,15,684.06,1.4,1.47,42.84, 
2013,T1,Conventional,R2,S3,2,25-50cm,25,1140.09,1.55,1.6,50.04, 
2013,T1,Conventional,R3,S4,2,25-50cm,25,1140.09,1.39,1.39,5.36, 
2013,T1,Conventional,R2,S4,1,0-10cm,10,456.04,1.5,1.55,22.88, 
